,acousticness,artist_name,danceability,duration_s,energy,instrumentalness,key,liveness,loudness,mode,music_genre,obtained_date,popularity,speechiness,tempo,MvOut,track_name,valence
714,0.0314,MAN WITH A MISSION,0.28,251.773,0.584,6.39e-05,D#,0.0883,-8.083,Major,Anime,3-Apr,24.0,0.0307,102.42,MvOut.No,Sleepwalkers,0.197
715,0.00191,ASIAN KUNG-FU GENERATION,0.39,232.4,0.696,0.443,C,0.269,-2.111,Major,Anime,4-Apr,14.0,0.0427,148.843,MvOut.No,Song of Blue,0.462
716,0.000334,Utsu-P,0.482,236.643,0.981,0.357,A#,0.0684,-2.117,Major,Anime,4-Apr,19.0,0.128,139.889,MvOut.No,HIKIZURI,0.231
717,0.889,Austin Wintory,0.34,256.819,0.386,0.14459951059567935,E,0.252,-16.785,Minor,Anime,3-Apr,38.0,0.0378,151.964,MvOut.No,The Road of Trials,0.234
718,0.022,Capcom Sound Team,0.608,163.92,0.562,0.663,D,0.223,-8.107,Major,Anime,4-Apr,13.0,0.0441,138.412,MvOut.Yes,GRAVITY MAN STAGE,0.898
719,0.00611,Ikimonogakari,0.577,268.08,0.837,0.0,F,0.465,-2.965,Major,Anime,4-Apr,28.0,0.0458,131.704,MvOut.No,Uruwashiki Hito,0.576
720,0.0579,ClariS,0.621,258.8,0.87,1.31e-06,A,0.234,-4.902,Major,Anime,4-Apr,41.0,0.0481,133.988,MvOut.No,Irony,0.618
721,0.958,Nobuo Uematsu,0.141,497.637,0.0734,0.2522744887278854,C#,0.0522,-22.842,Major,Anime,3-Apr,29.0,0.0387,106.60217142829025,MvOut.No,Final Fantasy X (Piano Concerto): I. Zanarkand,0.0391
722,0.936,Rozen,0.231,241.445,0.415,0.12765814059468233,A,0.138,-12.457,Minor,Anime,3-Apr,18.0,0.0521,120.155,MvOut.No,Under Twilit Rain,0.23
723,0.106,Motohiro Hata,0.566,254.507,0.881,0.0,A,0.351,-2.608,Major,Anime,4-Apr,33.0,0.035,127.96688863988815,MvOut.No,グッバイ・アイザック,0.664
724,0.669,Nobuo Uematsu,0.213,311.18,0.527,0.13567554365259463,A#,0.311,-10.119,Major,Anime,3-Apr,15.0,0.0353,79.99600000000001,MvOut.No,Everbinding Oath,0.114
725,0.0164,"Kami-sama, I have noticed",0.533,195.069,0.988,0.0,E,0.29,-3.185,Minor,Anime,4-Apr,30.0,0.234,96.53,MvOut.No,オストリッチ厭離穢土,0.597
726,0.986,Nobuo Uematsu,0.27,108.507,0.102,0.0352,G,0.0871,-19.713,Major,Anime,3-Apr,26.0,0.0434,115.669,MvOut.No,Hymn of the Fayth (Final Fantasy X),0.0427
727,0.0378,Hikaru Utada,0.722,308.467,0.884,0.0,E,0.219,-3.593,Minor,Anime,4-Apr,48.0,0.0656,103.962,MvOut.No,Can You Keep A Secret?,0.647
728,0.0468,MAXIMUM THE HORMONE,0.407,208.36,0.811,0.0,D,0.0834,-3.493,Major,Anime,4-Apr,25.0,0.197,135.346,MvOut.No,Rock'n Roll Chainsaw,0.759
729,0.0227,Yuki Hayashi,0.552,195.667,0.958,0.127,F#,0.128,-5.292,Minor,Anime,4-Apr,44.0,0.0671,120.03299999999999,MvOut.No,HERO A,0.593
730,0.0073599999999999,DREAMS COME TRUE,0.487,248.45302531955124,0.727,0.0,F,0.24,-3.365,Major,Anime,4-Apr,11.0,0.0261,139.99,MvOut.No,ア・イ・シ・テ・ルのサイン ~ わたしたちの未来予想図 ~,0.235
731,0.727,Nobuo Uematsu,0.159,88.173,0.157,0.1085275344873064,E,0.0824,-15.154,Major,Anime,5-Apr,17.0,0.0395,132.75,MvOut.No,To Be Continued (From FFVII 'Opening - Bombing Mission'),0.0378
732,5.77e-05,MAN WITH A MISSION,0.545,278.4,0.948,0.0,C,0.0557,-3.639,Major,Anime,4-Apr,10.0,0.111,123.99600000000001,MvOut.No,Don't Lose Yourself,0.439
733,0.000962,TeddyLoid,0.598,92.213,0.883,0.0254,G,0.103,-9.341,Minor,Anime,4-Apr,50.0,0.0685,125.01299999999999,MvOut.No,"Me!Me!Me!, Pt. 1",0.402
734,0.000539,Aimer,0.376,260.627,0.861,0.1669313517639605,F#,0.139,-8.432,Minor,Anime,4-Apr,19.0,0.0339,172.03799999999998,MvOut.No,Ninelie (with chelly) - Instrumental,0.0711
735,0.0279999999999999,MY FIRST STORY,0.505,343.333,0.658,0.0,F#,0.149,-5.27,Major,Anime,4-Apr,30.0,0.031,109.955,MvOut.No,君の唄,0.17
736,0.0011099999999999,ITOWOKASHI,0.521,220.293,0.923,2.49e-05,D,0.172,-2.776,Major,Anime,4-Apr,20.0,0.106,124.905,MvOut.No,スタートライン,0.527
737,0.0247,Monkey Majik,0.413,199.067,0.875,0.000112,G#,0.0988,-4.513,Minor,Anime,4-Apr,24.0,0.0819999999999999,173.887,MvOut.No,40 days,0.793
738,0.0121,Eve,0.515,203.76,0.941,0.0,B,0.0654,-1.515,Minor,Anime,4-Apr,40.0,0.0541,154.05700000000002,MvOut.No,Nonsense Bungaku,0.857
739,0.654,empty_field,0.609,131.0,0.264,0.21718478871927707,A#,0.099,-21.79,Minor,Anime,4-Apr,14.0,0.0358,101.993,MvOut.No,"""脳""",0.178
740,0.000135,Ling tosite sigure,0.419,222.0,0.966,1.16e-06,C,0.342,-2.056,Minor,Anime,4-Apr,30.0,0.101,150.064,MvOut.No,Who What Who What,0.362
741,0.129,Hironobu Kageyama,0.471,242.56,0.872,0.0,F#,0.21005037417484163,-6.784,Minor,Anime,4-Apr,26.0,0.0436,147.684,MvOut.No,僕達は天使だった - LIVE,0.638
742,0.747,Aun J-Classic Orchestra,0.4,308.253,0.374,0.09524470343110811,C,0.11,-9.55,Major,Anime,4-Apr,25.0,0.0313,96.06700000000001,MvOut.No,桜小道,0.204
743,0.673,Yoshida Brothers,0.728,308.933,0.235,0.09095484852353888,F,0.226,-9.883,Major,Anime,4-Apr,13.0,0.0484,144.236,MvOut.No,Omoide No Kaze,0.0766
744,0.0174,H△G,0.435,233.453,0.977,0.0116,C#,0.312,-2.651,Minor,Anime,4-Apr,13.0,0.048,95.991,MvOut.No,Anonatsubokurawa -Nostalgic Summer Days-,0.602
745,0.0369,MADKID,0.752,204.84,0.908,0.0,E,0.191,-4.208,Major,Anime,4-Apr,28.0,0.13,112.995,MvOut.No,Puzzle,0.803
746,0.552,Ryuichi Sakamoto,0.321,222.788,0.533,0.000106,F,0.379,-10.337,Major,Anime,4-Apr,15.0,0.0403,116.15799999999999,MvOut.No,async - ARCA Remix,0.117
747,0.988,Nobuo Uematsu,0.642,187.136,0.0476,0.19367457913082173,D#,0.147,-22.946,Major,Anime,4-Apr,16.0,0.0525,100.311,MvOut.No,"Prologue: Piano Collections Version (From ""Final Fantasy IV"") [For Piano Solo]",0.246
748,0.00806,Maretu,0.52,259.231,0.963,0.000151,A#,0.175,-2.662,Minor,Anime,4-Apr,48.0,0.0498,155.934,MvOut.No,Mind brand,0.567
749,0.0394,DECO*27,0.489,207.773,0.857,0.0244,A#,0.126,-4.864,Major,Anime,4-Apr,23.0,0.0479,179.968,MvOut.No,LIGHT LAG,0.651
750,0.0166,Sheena Ringo,0.376,255.12,0.3,0.000842,D,0.483,-5.861,Minor,Anime,4-Apr,25.0,0.0305,99.677,MvOut.Yes,今,0.277
751,0.0671,QUEEN BEE,0.333,235.47604844279743,0.935,2.82e-05,B,0.348,-4.497,Minor,Anime,4-Apr,22.0,0.186,169.676,MvOut.No,Fire - Ten Version,0.548
752,0.00255,DECO*27,0.489,37.227,0.955,0.166,F,0.531,-10.369,Minor,Anime,4-Apr,31.0,0.0995,96.029,MvOut.No,Reunion,0.212
753,0.872,Aun J-Classic Orchestra,0.392,226.52822357020716,0.205,0.04341372637909363,D,0.272,-9.117,Major,Anime,4-Apr,17.0,0.0306,82.149,MvOut.No,Sakurairo Mau Koro,0.299
754,0.506,Shiro Sagisu,0.616,122.0,0.638,6.19e-06,C#,0.148,-9.928,Minor,Anime,4-Apr,19.0,0.0376,128.001,MvOut.No,Showdown,0.834
755,0.0859,Kana Nishino,0.409,246.24320988153056,0.702,0.0,D,0.337,-4.628,Minor,Anime,4-Apr,21.0,0.0389,167.92,MvOut.No,Sayonara,0.297
756,0.0459,MAN WITH A MISSION,0.545,246.853,0.434,0.0004559999999999,A#,0.103,-11.677,Major,Anime,4-Apr,26.0,0.0476,169.985,MvOut.No,The Anthem,0.319
757,0.000138,Capcom Sound Team,0.514,163.227,0.983,0.1242720357094752,A,0.166,-7.099,Major,Anime,4-Apr,17.0,0.0606,142.004,MvOut.No,LOCK & LOAD(ブレイド登場〜汎用戦闘2),0.621
758,0.289,Yuki Hayashi,0.171,123.0,0.434,0.1719771148874023,F,0.0963,-16.232,Major,Anime,3-Apr,17.0,0.0467,86.948,MvOut.No,エースの資質,0.183
759,0.000458,[ALEXANDROS],0.51,312.987,0.934,3.43e-06,G#,0.286,-2.853,Major,Anime,4-Apr,45.0,0.147,142.918,MvOut.No,Starrrrrrr,0.629
760,0.122,Hikaru Utada,0.438,257.293,0.434,0.0,G,0.15,-8.37,Major,Anime,4-Apr,56.0,0.0371,122.05705342340484,MvOut.No,First Love,0.195
761,0.203,KOBUKURO,0.355,363.853,0.441,0.0,D,0.155,-5.785,Major,Anime,4-Apr,50.0,0.0253,75.89399999999999,MvOut.No,蕾(つぼみ),0.283
762,0.0252,GARNiDELiA,0.518,300.347,0.917,9e-06,D#,0.154,-3.474,Minor,Anime,4-Apr,40.0,0.213,152.009,MvOut.No,Error,0.648
763,0.914,Yuki Hayashi,0.261,141.107,0.249,0.10057733793569348,D,0.139,-13.38,Minor,Anime,4-Apr,20.0,0.0298,110.98248051960292,MvOut.No,自己分析,0.0935
764,0.000106,EGOIST,0.424,100.053,0.906,0.605,C,0.111,-8.654,Minor,Anime,4-Apr,12.0,0.062,180.081,MvOut.Yes,Namae No Nai Kaibutsu - TV Edit Instrumetal,0.187
765,0.591,Hikaru Utada,0.509,284.64,0.458,0.00658,C#,0.0789,-13.619,Major,Anime,3-Apr,28.0,0.0331,119.87100000000001,MvOut.No,Yuunagi,0.234
766,0.903,Shigeru Umebayashi,0.383,121.973,0.155,0.0905,B,0.0847,-15.461,Minor,Anime,4-Apr,15.0,0.0459,121.92399999999999,MvOut.No,Ambush in 10 directions (Shi Mian Mai Fu),0.0648
767,0.00282,empty_field,0.299,245.867,0.653,0.11837195677719797,C,0.0972,-8.173,Minor,Anime,4-Apr,19.0,0.0451,94.181,MvOut.No,Seacret Cm,0.371
768,0.197,DECO*27,0.657,289.0,0.944,0.0,F#,0.328,-4.826,Major,Anime,4-Apr,21.0,0.0446,110.015,MvOut.No,Turret Of Justice,0.641
769,0.467,TK from Ling tosite sigure,0.445,324.213,0.482,6.75e-05,C,0.0976,-4.038,Major,Anime,4-Apr,24.0,0.0354,141.905,MvOut.No,Like There Is Tomorrowv,0.283
770,0.000135,KEYTALK,0.488,234.667,0.897,7.48e-05,G#,0.372,-3.492,Major,Anime,4-Apr,30.0,0.0348,145.94299999999998,MvOut.No,スターリングスター,0.457
771,0.0022,Eiko Shimamiya,0.486,273.587,0.98,0.00467,C#,0.2352649321232259,-5.793,Major,Anime,4-Apr,19.0,0.0783,109.986,MvOut.No,Super scription of data,0.476
772,0.222,empty_field,0.662,252.227,0.778,0.0,C,0.13,-6.763,Major,Anime,4-Apr,36.0,0.0403,89.954,MvOut.No,歩み,0.707
773,0.992,Takeshi Senoo,0.412,270.36,0.0734,0.22165586168032572,F,0.111,-23.028,Major,Anime,4-Apr,18.0,0.0572,60.22,MvOut.No,もみの木,0.134
774,0.0913,WEAVER,0.663,279.507,0.823,0.0,C#,0.308,-3.923,Minor,Anime,4-Apr,21.0,0.0288,119.01,MvOut.No,Hard to say I love you - iidasenakute -,0.754
775,0.665,Capcom Sound Team,0.559,89.907,0.394,0.01213633290997454,A#,0.144,-8.886,Minor,Anime,4-Apr,24.0,0.049,118.03996510672779,MvOut.No,METALMAN STAGE,0.865
776,0.908,Mili,0.746,242.108,0.388,0.00701,G,0.0692,-12.447,Major,Anime,4-Apr,29.0,0.0382,96.01700000000001,MvOut.No,Colorful,0.428
777,0.0112,fhána,0.34,250.4003339594638,0.952,1.24e-06,G,0.18,-3.765,Major,Anime,4-Apr,15.0,0.119,175.11,MvOut.No,Kimi to Iu Tokuiten (singular you),0.35
778,0.00117,BACK-ON,0.567,237.467,0.947,0.0,F#,0.374,-3.109,Minor,Anime,4-Apr,22.0,0.0705,100.09200000000001,MvOut.No,ROCKSTAR ANTHEM,0.68
779,0.41,Taro Hakase,0.499,312.173,0.603,0.0394,D,0.0856,-4.763,Minor,Anime,4-Apr,16.0,0.0463,125.991,MvOut.No,情熱大陸,0.565
780,0.99,Masakatsu Takagi,0.343,508.5,0.0486,0.2579820387987427,C#,0.201,-21.854,Major,Anime,3-Apr,9.0,0.0409,72.311,MvOut.No,Marginalia #1,0.0633
781,0.000159,REOL,0.676,117.707,0.852,0.00684,C#,0.0792,-3.672,Major,Anime,4-Apr,39.0,0.07986683260131992,128.00799999999998,MvOut.No,-FINAL SIGMA-,0.769
782,0.948,Austin Wintory,0.196,369.731,0.0852,0.28899631013393845,B,0.104,-25.882,Minor,Anime,4-Apr,11.0,0.0322,142.128,MvOut.No,Fracture,0.0399
783,0.0017399999999999,WEAVER,0.686,230.12699480224214,0.747,1.73e-06,C,0.0898,-5.776,Major,Anime,4-Apr,31.0,0.039,117.031,MvOut.No,S.O.S.,0.676
784,0.0315,GARNiDELiA,0.585,243.32,0.957,0.000521,F#,0.179,-2.381,Minor,Anime,4-Apr,24.0,0.0431,140.00799999999998,MvOut.No,Anymore,0.437
785,0.159,Ikimonogakari,0.618,346.84,0.861,0.0,D,0.11,-3.517,Major,Anime,4-Apr,30.0,0.0332,103.962,MvOut.No,Kimigairu,0.686
786,0.0424,AAA,0.621,315.928,0.893,0.0,D,0.37,-4.366,Major,Anime,4-Apr,42.0,0.0711,127.99181166623848,MvOut.No,LIFE,0.763
787,0.573,Yuki Hayashi,0.307,98.307,0.216,0.14681922359083727,B,0.1,-17.337,Minor,Anime,4-Apr,16.0,0.0428,125.21799999999999,MvOut.No,タルタロス,0.0979
788,0.318,Alisa Takigawa,0.447,252.2,0.723,0.0,E,0.252,-4.204,Major,Anime,4-Apr,28.0,0.0301,123.86711891957027,MvOut.No,Always,0.323
789,0.916,Hiroyuki Sawano,0.148,189.053,0.248,0.141,G,0.134,-14.22,Minor,Anime,3-Apr,22.0,0.0469,178.482,MvOut.No,tei,0.219
790,0.000933,SPYAIR,0.303,274.1873178855795,0.939,0.221,E,0.15,-3.836,Minor,Anime,4-Apr,22.0,0.05907167576816176,161.975,MvOut.No,The World Is Mine,0.234
791,0.996,Nobuo Uematsu,0.377,144.427,0.0204,0.1287544926030527,A,0.0724,-20.55361214862511,Major,Anime,3-Apr,13.0,0.0549,162.548,MvOut.No,"Flowers Blooming in the Church (From ""Final Fantasy VII"") [For Piano Solo]",0.731
792,0.134,Hikaru Utada,0.67,298.387,0.925,0.0,A,0.365,-3.0,Minor,Anime,4-Apr,40.0,0.03,115.875,MvOut.No,This Is Love,0.641
793,0.0412,Yuki Hayashi,0.467,268.96371745278157,0.786,0.271,E,0.369,-7.243,Major,Anime,4-Apr,24.0,0.044,131.982,MvOut.No,歯車,0.262
794,0.00033,Nobuo Uematsu,0.491,273.1771881531447,0.769,0.18011642723142843,G,0.19530624129483648,-10.888,Minor,Anime,4-Apr,19.0,0.0368,109.99799999999999,MvOut.No,Pitfire,0.188
795,0.491,Nogizaka46,0.521,325.56,0.821,2.49e-06,B,0.326,-4.516,Major,Anime,4-Apr,38.0,0.0362,90.00200000000001,MvOut.No,Sing Out!,0.706
796,0.005,Yasuharu Takanashi,0.354,148.973,0.176,0.04212591121031278,G,0.244,-8.936,Major,Anime,3-Apr,19.0,0.0351,109.97399999999999,MvOut.No,Lacrima,0.0289999999999999
797,0.00524,Nanahira,0.698,313.996,0.862,0.00132,F#,0.356,-2.525,Major,Anime,4-Apr,15.0,0.0469,128.019,MvOut.No,Good Night,0.871
798,0.246,Linked Horizon,0.435,90.0,0.953,0.0,C,0.123,-5.327,Major,Anime,4-Apr,59.0,0.0423,79.959,MvOut.No,Shinzo wo Sasageyo! - TV Size,0.612
799,0.402,IA,0.736,230.8,0.612,0.191,D,0.089,-6.892,Major,Anime,4-Apr,17.0,0.0437,125.009,MvOut.No,World Calling,0.364
800,0.535,Ai Otsuka,0.453,234.8813938809418,0.295,3e-06,G,0.13,-8.229,Major,Anime,4-Apr,22.0,0.0262,78.033,MvOut.No,ドラセナ,0.193
801,0.457,Linked Horizon,0.449,329.983,0.637,0.0,G,0.243,-6.738,Minor,Anime,4-Apr,33.0,0.0438,148.048,MvOut.No,13 no Fuyu,0.294
802,0.000762,EGOIST,0.52,230.654,0.929,0.183,G,0.164,-5.021,Major,Anime,4-Apr,23.0,0.12,149.942,MvOut.No,Welcome to the *fam,0.45
803,6.3e-05,Capcom Sound Team,0.256,214.813,0.929,0.194,G,0.377,-8.609,Major,Anime,4-Apr,21.0,0.218,149.99200000000002,MvOut.No,ループデモムービー,0.34
804,0.991,Nobuo Uematsu,0.224,231.0,0.101,0.1753886052968829,D,0.0817,-18.966,Major,Anime,4-Apr,15.0,0.0413,75.19,MvOut.No,"My Mind/Eyes on Me (Rinoa's Theme from ""Final Fantasy VIII"") - Cello and Piano",0.0903
805,0.46,miwa,0.423,329.187,0.657,2.28e-06,C,0.111,-3.494,Major,Anime,4-Apr,17.0,0.0373,151.748,MvOut.No,Otoshimono,0.358
806,0.128,Shake Me Stun Gun,0.637,226.893,0.94,2.62e-06,B,0.18,-4.378,Major,Anime,4-Apr,11.0,0.0584,159.985,MvOut.No,Tokyo Summer Session,0.884
807,0.595,Joe Hisaishi,0.439,103.01,0.761,0.1960075336914794,A#,0.116,-14.831,Minor,Anime,4-Apr,20.0,0.0505,124.32700000000001,MvOut.No,Brother - Raging Men,0.119
808,0.932,Capcom Sound Team,0.544,108.533,0.351,0.1143221095022906,D#,0.21,-15.749,Minor,Anime,4-Apr,13.0,0.0396,110.949,MvOut.No,トランス・ロジック,0.689
809,0.408,Kevin Penkin,0.496,167.867,0.139,0.21154986216145708,G,0.13,-22.914,Major,Anime,4-Apr,25.0,0.0294,78.01,MvOut.No,Contrabass,0.0571
810,0.0219,Yuki Hayashi,0.302,116.533,0.57,0.497,D,0.0827,-9.009,Minor,Anime,4-Apr,20.0,0.0436,129.78,MvOut.No,脅威(わたし)が行くぞ!,0.0491
811,0.857,Capcom Sound Team,0.527,139.44,0.329,0.13066668435544843,C,0.148,-15.485,Major,Anime,4-Apr,15.0,0.0343,137.812,MvOut.No,"The First Malformation of ""G""",0.365
812,0.0676,CHiCO,0.618,247.373,0.968,2.2e-06,D,0.147,-2.481,Major,Anime,4-Apr,28.0,0.0853,124.944,MvOut.No,Canele (with HoneyWorks),0.62
813,0.00173,夏代孝明,0.513,257.667,0.972,0.0,A,0.344,-1.249,Major,Anime,4-Apr,27.0,0.0613,91.507,MvOut.No,ケイデンス,0.627
814,7.93e-05,Falcom Sound Team jdk,0.431,265.013,0.859,0.11985698091160357,B,0.095,-4.904,Minor,Anime,4-Apr,11.0,0.0732,142.04,MvOut.No,Sophisticated Fight (The Legend of Heroes: Sora No Kiseki First Chapter),0.386
815,0.000374,SCANDAL,0.364,264.387,0.858,0.0,E,0.0844,-2.64,Major,Anime,4-Apr,27.0,0.0601,174.868,MvOut.No,Awanaitsumorino Genkidene,0.572
816,0.00143,Ling tosite sigure,0.463,243.773,0.743,0.49,D#,0.378,-5.097,Minor,Anime,4-Apr,23.0,0.0901,139.97299999999998,MvOut.No,Illusion Is Mine,0.303
817,3.2e-06,Mashiro Ayano,0.406,226.96,0.963,0.10935495375145793,A,0.345,-5.161,Major,Anime,4-Apr,4.0,0.0541,176.042,MvOut.No,Get Over - Instrumental,0.701
818,0.0185,WagakkiBand,0.488,217.147,0.968,1.37e-05,F,0.193,-3.561,Minor,Anime,4-Apr,24.0,0.132,149.96200000000002,MvOut.No,空の極みへ,0.532
819,0.0251,SEKAI NO OWARI,0.493,258.547,0.958,3.42e-05,G,0.372,-3.406,Major,Anime,4-Apr,18.0,0.111,94.01100000000001,MvOut.No,Fight Music,0.58
820,0.949,Eminence Symphony Orchestra,0.172,392.876,0.102,0.24438938603530017,A,0.13916337666895026,-23.424,Major,Anime,4-Apr,27.0,0.0344,83.556,MvOut.No,"Sincere Feelings, One Rainy Day and Haruhi's Thoughts from the Melancholy of Haruhi Suzumiya (feat. Jem Harding)",0.0388
821,0.474,empty_field,0.173,124.013,0.145,0.00443,G#,0.131,-23.184,Major,Anime,5-Apr,22.0,0.0364,103.523,MvOut.No,Butterfly Atmospheres,0.0589
822,0.759,Yumi Arai,0.584,226.48431994184665,0.343,0.000269,A,0.115,-9.618,Major,Anime,4-Apr,28.0,0.0262,136.764,MvOut.No,雨のステイション,0.324
823,0.576,Nobuo Uematsu,0.358,333.173,0.198,0.458,C,0.114,-14.844,Minor,Anime,3-Apr,28.0,0.0478,115.62,MvOut.No,Desert Wasteland,0.066
824,0.0194,Kobasolo,0.572,309.627,0.8,0.0,F,0.114,-4.009,Major,Anime,4-Apr,28.0,0.054,151.49,MvOut.No,好きだ。 feat.えみい,0.635
825,0.0105,Hikaru Utada,0.628,222.013,0.751,0.0,C#,0.119,-7.041,Minor,Anime,3-Apr,63.0,0.0991,159.965,MvOut.No,Face My Fears - English Version,0.44
826,0.565,Nogizaka46,0.591,320.093,0.814,0.0,C#,0.0694,-3.594,Major,Anime,4-Apr,26.0,0.0332,139.991,MvOut.No,Kikkake,0.595
827,0.422,Yoshida Brothers,0.467,332.453,0.744,0.12392912629124961,C,0.279,-7.79,Major,Anime,4-Apr,13.0,0.0489,82.57,MvOut.No,Frontier,0.64
828,0.00297,Vickeblanka,0.662,324.8,0.615,0.0,G#,0.141,-7.589,Major,Anime,4-Apr,29.0,0.0296,117.976,MvOut.No,さよならに来ました,0.697
829,0.0336,ASIAN KUNG-FU GENERATION,0.56,299.493,0.924,0.000217,D,0.0936,-2.0,Major,Anime,4-Apr,15.0,0.0561,133.22,MvOut.No,Eternal Sunshine,0.326
830,0.0008939999999999,Capcom Sound Team,0.264,319.907,0.951,0.0442,G,0.127,-7.356,Major,Anime,4-Apr,46.0,0.146,149.99,MvOut.No,"""DEVILS NEVER CRY""(スタッフロール)",0.159
831,0.315,Masaharu Fukuyama,0.705,209.133,0.924,0.0,G,0.161,-2.038,Major,Anime,4-Apr,38.0,0.0305,126.34972124984571,MvOut.No,生きてる生きてく,0.971
832,0.869,Eminence Symphony Orchestra,0.146,189.92,0.155,0.22562555104183304,G,0.14393360565248886,-25.874,Major,Anime,4-Apr,36.0,0.0513,139.569,MvOut.No,Sophie's Tomorrow (Howl's Moving Castle),0.105
833,0.0031,GReeeeN,0.594,239.22829820645032,0.744,0.0,G#,0.126,-6.206,Major,Anime,4-Apr,23.0,0.03,82.986,MvOut.No,ミセナイナミダハ、きっといつか,0.546
834,0.992,Joe Hisaishi,0.448,217.756,0.194,0.12844334333021887,E,0.096,-17.294,Minor,Anime,4-Apr,27.0,0.0712,106.19440805819278,MvOut.No,人生のメリーゴーランド,0.413
835,0.008,BURNOUT SYNDROMES,0.549,252.227,0.955,0.0,E,0.39,-3.312,Minor,Anime,4-Apr,21.0,0.0552,130.101,MvOut.No,Elevatorgirl,0.606
836,0.0006929999999999,Every Little Thing,0.596,271.933,0.944,6.67e-06,B,0.0877,-4.871,Major,Anime,4-Apr,36.0,0.0397,121.79,MvOut.No,For the moment,0.596
837,0.00551,SCANDAL,0.359,287.12,0.9,0.0401,F,0.112,-1.189,Major,Anime,4-Apr,24.0,0.0467,167.821,MvOut.No,Koe,0.523
838,0.133,BURNOUT SYNDROMES,0.483,285.013,0.911,0.0,C#,0.454,-3.883,Major,Anime,4-Apr,15.0,0.228,177.981,MvOut.No,Masamune,0.646
839,0.827,Project Destati,0.256,334.547,0.38,0.125569787176605,E,0.103,-11.531,Minor,Anime,4-Apr,22.0,0.0335,132.265,MvOut.No,Home of Dragons,0.229
840,0.00385,Nobuo Uematsu,0.457,197.373,0.421,0.10609223725455713,D#,0.216,-10.838,Major,Anime,4-Apr,25.0,0.0298,119.34552731876417,MvOut.No,The Wavering Blade,0.0605
841,0.021,Hikaru Utada,0.587,271.133,0.98,0.00963,D,0.119,-1.502,Minor,Anime,4-Apr,23.0,0.067,150.015,MvOut.No,蹴っ飛ばせ!,0.746
842,0.0507,Mikuni Shimokawa,0.412,266.347,0.715,3.03e-06,A,0.127,-5.644,Major,Anime,4-Apr,36.0,0.0407,187.863,MvOut.No,Kimi Ga Irukara,0.433
843,0.102,Kensuke Ushio,0.5,122.227,0.367,0.16950894829919305,G,0.083,-17.977,Major,Anime,4-Apr,30.0,0.0285,90.053,MvOut.No,svg,0.175
844,0.291,Mika Nakashima,0.449,267.707,0.515,0.0,F#,0.278,-5.835,Minor,Anime,4-Apr,26.0,0.0264,170.104,MvOut.No,Ichiban Kireina Watashiwo,0.338
845,0.974,Shigeru Umebayashi,0.343,169.013,0.0617,0.572,G#,0.104,-16.953,Major,Anime,3-Apr,32.0,0.0436,116.141,MvOut.No,Shigeru Umebayashi : Yumeji's Theme,0.173
846,0.15,Yumi Matsutoya,0.73,238.82,0.713,0.00732,C,0.11,-6.662,Major,Anime,4-Apr,25.0,0.0258,122.00165004259215,MvOut.No,魔法のくすり,0.768
847,0.401,Shigeru Umebayashi,0.428,162.333,0.248,0.0719189076225864,G#,0.187,-11.371,Major,Anime,4-Apr,21.0,0.0343,119.976,MvOut.No,Farewell No. 1,0.235
848,0.0258,REOL,0.715,245.08,0.948,0.000184,B,0.0544,-2.817,Minor,Anime,4-Apr,41.0,0.0595,96.988,MvOut.No,神様になった日,0.858
849,1e-05,L'Arc-en-Ciel,0.331,386.733,0.848,0.00442,F#,0.21887432078593602,-6.14,Minor,Anime,4-Apr,25.0,0.049,106.01700000000001,MvOut.No,Forbidden Lover - 25th L'Anniversary Live,0.269
850,0.218,BRADIO,0.624,221.74200164511112,0.801,0.0,A#,0.167,-4.666,Minor,Anime,4-Apr,20.0,0.0829,105.044,MvOut.No,Playback,0.765
851,0.478,Aimer,0.398,234.0531986138178,0.288,0.0,F#,0.357,-9.14,Major,Anime,4-Apr,24.0,0.0276,68.764,MvOut.No,Mine,0.259
852,0.188,Sou,0.686,274.373,0.807,0.0,B,0.19825875442446572,-4.475,Minor,Anime,4-Apr,14.0,0.0475,115.962,MvOut.No,Ayatori,0.462
853,0.17,CHiCO,0.523,255.84,0.909,0.0,F,0.165,-1.972,Major,Anime,4-Apr,29.0,0.0681,149.97899999999998,MvOut.No,Kyomo Sakuramau Akatsukini (with HoneyWorks),0.47
854,0.00942,BUMP OF CHICKEN,0.55,313.213,0.78,0.0,D#,0.0841,-2.387,Major,Anime,4-Apr,34.0,0.0261,103.584,MvOut.No,fire sign,0.824
855,0.866,Ryuichi Sakamoto,0.244,221.612,0.235,0.614,D,0.36,-25.361,Major,Anime,4-Apr,11.0,0.069,97.947,MvOut.No,honj,0.0379
856,0.0271,Nobuo Uematsu,0.534,118.573,0.313,8.01e-05,C,0.304,-11.272,Major,Anime,4-Apr,21.0,0.0332,116.38811927662954,MvOut.No,Ipsen's Castle,0.155
857,0.109,Shigeru Umebayashi,0.112,266.36,0.252,0.18340470317670352,A,0.231,-16.978,Minor,Anime,4-Apr,15.0,0.0405,84.44200000000001,MvOut.No,Fearless Men / Theme of Yuanjia and Moon,0.0367
